item,variety,date,price,unit
turnip,turnip,2020-10-02,1.55,kg
parsnips,all_varieties,2020-10-02,1.12,kg
peas,shelling_all_varieties,2020-10-02,3.3,kg
rhubarb,outdoor,2020-10-02,1.36,kg
spinach_leaf,loosebunches,2020-10-02,1.38,kg
sweetcorn,sweetcorn,2020-10-02,0.32,head
tomatoes,round,2020-10-02,1,kg
tomatoes,vine,2020-10-02,2.1,kg
gladioli,all_varieties,2020-10-02,0.26,stem
apples,bramleys_seedling,2020-09-25,1.01,kg
apples,coxs_orange_group,2020-09-25,1.01,kg
apples,egremont_russet,2020-09-25,1.25,kg
apples,gala,2020-09-25,0.99,kg
apples,other_early_season,2020-09-25,0.86,kg
apples,other_mid_season,2020-09-25,1.09,kg
blackberries,blackberries,2020-09-25,10.58,kg
blueberries,blueberries,2020-09-25,6.95,kg
pears,conference,2020-09-25,0.85,kg
pears,other,2020-09-25,0.71,kg
plums,victoria,2020-09-25,2.86,kg
plums,all_other,2020-09-25,1.81,kg
raspberries,raspberries,2020-09-25,6.57,kg
strawberries,strawberries,2020-09-25,4.16,kg
beans,broad,2020-09-25,1.34,kg
beans,dwarf_french_or_kidney,2020-09-25,2.01,kg
beans,runner_climbing,2020-09-25,3.84,kg
beetroot,beetroot,2020-09-25,0.47,kg
brussels_sprouts,brussels_sprouts,2020-09-25,0.94,kg
pak_choi,pak_choi,2020-09-25,2.45,kg
curly_kale,curly_kale,2020-09-25,2.71,kg
cabbage,red,2020-09-25,0.37,kg
cabbage,savoy,2020-09-25,0.48,head
spring_greens,prepacked,2020-09-25,0.7,kg
cabbage,summer_autumn_pointed,2020-09-25,0.58,kg
cabbage,white,2020-09-25,0.37,kg
cabbage,round_green_other,2020-09-25,0.47,head
calabrese,calabrese,2020-09-25,1.25,kg
capsicum,red,2020-09-25,0.79,kg
capsicum,elongated,2020-09-25,2,kg
carrots,topped_washed,2020-09-25,0.52,kg
cauliflower,all,2020-09-25,0.83,head
celery,all_washed,2020-09-25,0.79,kg
celeriac,celeriac,2020-09-25,0.67,kg
chinese_leaf,chinese_leaf,2020-09-25,0.97,kg
coriander,coriander,2020-09-25,2.05,kg
courgettes,courgettes,2020-09-25,1.81,kg
cucumbers,cucumbers,2020-09-25,1.29,kg
leeks,trimmed,2020-09-25,1.27,kg
lettuce,butterhead_indoor,2020-09-25,0.39,head
lettuce,cos,2020-09-25,0.61,head
lettuce,crisp_iceberg_type,2020-09-25,0.6,head
lettuce,little_gem,2020-09-25,0.66,twin
rocket,rocket,2020-09-25,4.92,kg
mixed_babyleaf_salad,pillow_pack,2020-09-25,4.69,kg
onion,bulb_brown,2020-09-25,0.43,kg
onion,bulb_red,2020-09-25,0.52,kg
onion,saladspring,2020-09-25,0.34,kg
swede,swede,2020-09-25,0.24,kg
turnip,turnip,2020-09-25,1.46,kg
parsnips,all_varieties,2020-09-25,1.13,kg
peas,shelling_all_varieties,2020-09-25,1.9,kg
rhubarb,outdoor,2020-09-25,1.36,kg
spinach_leaf,loosebunches,2020-09-25,1.36,kg
sweetcorn,sweetcorn,2020-09-25,0.33,head
tomatoes,round,2020-09-25,1.25,kg
tomatoes,vine,2020-09-25,0.75,kg
tomatoes,cherry,2020-09-25,3.73,kg
gladioli,all_varieties,2020-09-25,0.24,stem
apples,bramleys_seedling,2020-09-18,1.03,kg
apples,coxs_orange_group,2020-09-18,1.06,kg
apples,egremont_russet,2020-09-18,1.14,kg
apples,gala,2020-09-18,1.03,kg
apples,other_early_season,2020-09-18,0.78,kg
apples,other_mid_season,2020-09-18,0.9,kg
blackberries,blackberries,2020-09-18,10.95,kg
blueberries,blueberries,2020-09-18,6.22,kg
pears,conference,2020-09-18,0.91,kg
pears,doyenne_du_comice,2020-09-18,1.1,kg
pears,other,2020-09-18,0.71,kg
plums,victoria,2020-09-18,2.28,kg
plums,all_other,2020-09-18,1.58,kg
raspberries,raspberries,2020-09-18,6.89,kg
strawberries,strawberries,2020-09-18,5.05,kg
beans,broad,2020-09-18,1.34,kg
beans,dwarf_french_or_kidney,2020-09-18,2.16,kg
beans,runner_climbing,2020-09-18,4.04,kg
beetroot,beetroot,2020-09-18,0.47,kg
brussels_sprouts,brussels_sprouts,2020-09-18,1.03,kg
pak_choi,pak_choi,2020-09-18,2.41,kg
curly_kale,curly_kale,2020-09-18,2.82,kg
cabbage,red,2020-09-18,0.41,kg
cabbage,savoy,2020-09-18,0.46,head
spring_greens,prepacked,2020-09-18,0.77,kg
cabbage,summer_autumn_pointed,2020-09-18,0.58,kg
cabbage,white,2020-09-18,0.42,kg
cabbage,round_green_other,2020-09-18,0.49,head
calabrese,calabrese,2020-09-18,1.33,kg
capsicum,red,2020-09-18,0.7,kg
capsicum,elongated,2020-09-18,1.93,kg
capsicum,yelloworange,2020-09-18,0.6,kg
carrots,topped_washed,2020-09-18,0.52,kg
cauliflower,all,2020-09-18,0.95,head
celery,all_washed,2020-09-18,0.72,kg
celeriac,celeriac,2020-09-18,0.7,kg
chinese_leaf,chinese_leaf,2020-09-18,0.98,kg
coriander,coriander,2020-09-18,1.28,kg
courgettes,courgettes,2020-09-18,1.73,kg
cucumbers,cucumbers,2020-09-18,1.33,kg
leeks,trimmed,2020-09-18,1.26,kg
lettuce,butterhead_indoor,2020-09-18,0.39,head
lettuce,cos,2020-09-18,0.61,head
lettuce,crisp_iceberg_type,2020-09-18,0.56,head
lettuce,little_gem,2020-09-18,0.64,twin
rocket,rocket,2020-09-18,4.96,kg
mixed_babyleaf_salad,pillow_pack,2020-09-18,4.69,kg
onion,bulb_brown,2020-09-18,0.42,kg
onion,bulb_red,2020-09-18,0.52,kg
onion,saladspring,2020-09-18,0.34,kg
swede,swede,2020-09-18,0.24,kg
turnip,turnip,2020-09-18,1.47,kg
parsnips,all_varieties,2020-09-18,1.18,kg
peas,shelling_all_varieties,2020-09-18,1.91,kg
rhubarb,outdoor,2020-09-18,1.34,kg
spinach_leaf,loosebunches,2020-09-18,1.39,kg
sweetcorn,sweetcorn,2020-09-18,0.31,head
tomatoes,round,2020-09-18,1.06,kg
tomatoes,vine,2020-09-18,0.99,kg
tomatoes,cherry,2020-09-18,5.55,kg
gladioli,all_varieties,2020-09-18,0.24,stem
apples,bramleys_seedling,2020-09-11,1.07,kg
apples,coxs_orange_group,2020-09-11,1.13,kg
apples,egremont_russet,2020-09-11,1.41,kg
apples,gala,2020-09-11,1.06,kg
apples,other_early_season,2020-09-11,0.87,kg
apples,other_mid_season,2020-09-11,0.97,kg
blackberries,blackberries,2020-09-11,10.93,kg
currants,black,2020-09-11,5,kg
blueberries,blueberries,2020-09-11,6.24,kg
pears,conference,2020-09-11,0.99,kg
pears,doyenne_du_comice,2020-09-11,1.2,kg
pears,other,2020-09-11,1.16,kg
plums,victoria,2020-09-11,1.85,kg
plums,all_other,2020-09-11,1.38,kg
raspberries,raspberries,2020-09-11,7.37,kg
strawberries,strawberries,2020-09-11,3.88,kg
beans,broad,2020-09-11,1.47,kg
beans,dwarf_french_or_kidney,2020-09-11,2.21,kg
beans,runner_climbing,2020-09-11,4.6,kg
beetroot,beetroot,2020-09-11,0.48,kg
brussels_sprouts,brussels_sprouts,2020-09-11,1.26,kg
pak_choi,pak_choi,2020-09-11,2.39,kg
curly_kale,curly_kale,2020-09-11,2.86,kg
cabbage,red,2020-09-11,0.39,kg
cabbage,savoy,2020-09-11,0.47,head
spring_greens,prepacked,2020-09-11,0.79,kg
cabbage,summer_autumn_pointed,2020-09-11,0.6,kg
cabbage,white,2020-09-11,0.41,kg
cabbage,round_green_other,2020-09-11,0.48,head
calabrese,calabrese,2020-09-11,1.53,kg
capsicum,red,2020-09-11,0.7,kg
capsicum,elongated,2020-09-11,1.76,kg
capsicum,yelloworange,2020-09-11,0.7,kg
carrots,topped_washed,2020-09-11,0.52,kg
cauliflower,all,2020-09-11,1.07,head
celery,all_washed,2020-09-11,0.75,kg
celeriac,celeriac,2020-09-11,0.69,kg
chinese_leaf,chinese_leaf,2020-09-11,0.92,kg
coriander,coriander,2020-09-11,1.55,kg
courgettes,courgettes,2020-09-11,1.76,kg
cucumbers,cucumbers,2020-09-11,1.38,kg
leeks,trimmed,2020-09-11,1.23,kg
lettuce,butterhead_indoor,2020-09-11,0.39,head
lettuce,cos,2020-09-11,0.56,head
lettuce,crisp_iceberg_type,2020-09-11,0.54,head
lettuce,little_gem,2020-09-11,0.65,twin
rocket,rocket,2020-09-11,4.84,kg
mixed_babyleaf_salad,pillow_pack,2020-09-11,4.68,kg
onion,bulb_brown,2020-09-11,0.42,kg
onion,bulb_red,2020-09-11,0.54,kg
onion,saladspring,2020-09-11,0.34,kg
swede,swede,2020-09-11,0.24,kg
turnip,turnip,2020-09-11,1.52,kg
parsnips,all_varieties,2020-09-11,1.18,kg
peas,shelling_all_varieties,2020-09-11,2.72,kg
rhubarb,outdoor,2020-09-11,1.43,kg
spinach_leaf,loosebunches,2020-09-11,1.55,kg
sweetcorn,sweetcorn,2020-09-11,0.27,head
tomatoes,round,2020-09-11,1,kg
tomatoes,vine,2020-09-11,1.31,kg
gladioli,all_varieties,2020-09-11,0.24,stem
apples,bramleys_seedling,2020-09-04,1.17,kg
apples,coxs_orange_group,2020-09-04,1.06,kg
apples,gala,2020-09-04,1.03,kg
apples,other_early_season,2020-09-04,0.87,kg
blackberries,blackberries,2020-09-04,9.24,kg
currants,red,2020-09-04,8.8,kg
blueberries,blueberries,2020-09-04,8.09,kg
pears,conference,2020-09-04,0.97,kg
plums,victoria,2020-09-04,1.65,kg
plums,all_other,2020-09-04,1.38,kg
raspberries,raspberries,2020-09-04,8.08,kg
strawberries,strawberries,2020-09-04,3.57,kg
beans,broad,2020-09-04,1.49,kg
beans,dwarf_french_or_kidney,2020-09-04,2.24,kg
beans,runner_climbing,2020-09-04,3.62,kg
beetroot,beetroot,2020-09-04,0.48,kg
brussels_sprouts,brussels_sprouts,2020-09-04,1.22,kg
pak_choi,pak_choi,2020-09-04,2.31,kg
curly_kale,curly_kale,2020-09-04,2.86,kg
cabbage,red,2020-09-04,0.39,kg
cabbage,savoy,2020-09-04,0.47,head
spring_greens,prepacked,2020-09-04,0.77,kg
cabbage,summer_autumn_pointed,2020-09-04,0.57,kg
cabbage,white,2020-09-04,0.41,kg
cabbage,round_green_other,2020-09-04,0.49,head
calabrese,calabrese,2020-09-04,1.47,kg
capsicum,elongated,2020-09-04,2,kg
carrots,topped_washed,2020-09-04,0.53,kg
cauliflower,all,2020-09-04,0.94,head
celery,all_washed,2020-09-04,0.8,kg
celeriac,celeriac,2020-09-04,0.71,kg
chinese_leaf,chinese_leaf,2020-09-04,0.87,kg
coriander,coriander,2020-09-04,1.35,kg
courgettes,courgettes,2020-09-04,1.42,kg
cucumbers,cucumbers,2020-09-04,1.45,kg
leeks,trimmed,2020-09-04,1.28,kg
lettuce,butterhead_indoor,2020-09-04,0.4,head
lettuce,cos,2020-09-04,0.57,head
lettuce,crisp_iceberg_type,2020-09-04,0.49,head
lettuce,little_gem,2020-09-04,0.65,twin
rocket,rocket,2020-09-04,4.89,kg
mixed_babyleaf_salad,pillow_pack,2020-09-04,4.67,kg
onion,bulb_brown,2020-09-04,0.41,kg
onion,bulb_red,2020-09-04,0.57,kg
onion,saladspring,2020-09-04,0.31,kg
swede,swede,2020-09-04,0.25,kg
turnip,turnip,2020-09-04,1.52,kg
parsnips,all_varieties,2020-09-04,1.23,kg
peas,shelling_all_varieties,2020-09-04,2.88,kg
rhubarb,outdoor,2020-09-04,1.34,kg
spinach_leaf,loosebunches,2020-09-04,1.43,kg
sweetcorn,sweetcorn,2020-09-04,0.27,head
tomatoes,round,2020-09-04,0.74,kg
tomatoes,vine,2020-09-04,0.71,kg
tomatoes,cherry,2020-09-04,1.53,kg
gladioli,all_varieties,2020-09-04,0.24,stem
apples,bramleys_seedling,2020-08-28,1.25,kg
apples,gala,2020-08-28,1,kg
apples,other_early_season,2020-08-28,0.88,kg
blackberries,blackberries,2020-08-28,4.69,kg
currants,red,2020-08-28,8.8,kg
blueberries,blueberries,2020-08-28,8.61,kg
cherries,all,2020-08-28,2.8,kg
pears,conference,2020-08-28,1.15,kg
pears,other,2020-08-28,0.89,kg
plums,victoria,2020-08-28,1.52,kg
plums,all_other,2020-08-28,1.37,kg
raspberries,raspberries,2020-08-28,7.74,kg
strawberries,strawberries,2020-08-28,1.94,kg
beans,broad,2020-08-28,1.52,kg
beans,dwarf_french_or_kidney,2020-08-28,2.26,kg
beans,runner_climbing,2020-08-28,3,kg
beetroot,beetroot,2020-08-28,0.48,kg
brussels_sprouts,brussels_sprouts,2020-08-28,1.51,kg
pak_choi,pak_choi,2020-08-28,2.25,kg
curly_kale,curly_kale,2020-08-28,2.91,kg
cabbage,red,2020-08-28,0.4,kg
cabbage,savoy,2020-08-28,0.48,head
spring_greens,prepacked,2020-08-28,0.78,kg
cabbage,summer_autumn_pointed,2020-08-28,0.57,kg
cabbage,white,2020-08-28,0.44,kg
cabbage,round_green_other,2020-08-28,0.47,head
calabrese,calabrese,2020-08-28,1.15,kg
capsicum,green,2020-08-28,0.95,kg
capsicum,red,2020-08-28,0.95,kg
capsicum,elongated,2020-08-28,1.93,kg
capsicum,yelloworange,2020-08-28,0.95,kg
carrots,topped_washed,2020-08-28,0.54,kg
cauliflower,all,2020-08-28,0.58,head
celery,all_washed,2020-08-28,0.8,kg
celeriac,celeriac,2020-08-28,0.64,kg
chinese_leaf,chinese_leaf,2020-08-28,0.85,kg
coriander,coriander,2020-08-28,1.32,kg
courgettes,courgettes,2020-08-28,1.05,kg
cucumbers,cucumbers,2020-08-28,1.03,kg
leeks,trimmed,2020-08-28,1.25,kg
lettuce,butterhead_indoor,2020-08-28,0.37,head
lettuce,cos,2020-08-28,0.57,head
lettuce,crisp_iceberg_type,2020-08-28,0.46,head
lettuce,little_gem,2020-08-28,0.65,twin
rocket,rocket,2020-08-28,4.95,kg
mixed_babyleaf_salad,pillow_pack,2020-08-28,4.8,kg
onion,bulb_brown,2020-08-28,0.43,kg
onion,bulb_red,2020-08-28,0.56,kg
onion,saladspring,2020-08-28,0.33,kg
swede,swede,2020-08-28,0.25,kg
turnip,turnip,2020-08-28,1.53,kg
parsnips,all_varieties,2020-08-28,1.22,kg
peas,shelling_all_varieties,2020-08-28,2.85,kg
rhubarb,outdoor,2020-08-28,1.42,kg
spinach_leaf,loosebunches,2020-08-28,1.32,kg
sweetcorn,sweetcorn,2020-08-28,0.27,head
tomatoes,round,2020-08-28,0.75,kg
tomatoes,vine,2020-08-28,1.08,kg
tomatoes,cherry,2020-08-28,1.09,kg
tomatoes,plum,2020-08-28,0.96,kg
gladioli,all_varieties,2020-08-28,0.24,stem
apples,bramleys_seedling,2020-08-21,1.4,kg
apples,other_early_season,2020-08-21,0.89,kg
blackberries,blackberries,2020-08-21,6.71,kg
currants,red,2020-08-21,8,kg
blueberries,blueberries,2020-08-21,7.15,kg
cherries,all,2020-08-21,3.27,kg
pears,conference,2020-08-21,1.27,kg
pears,other,2020-08-21,0.9,kg
plums,victoria,2020-08-21,1.55,kg
plums,all_other,2020-08-21,1.44,kg
raspberries,raspberries,2020-08-21,6.87,kg
strawberries,strawberries,2020-08-21,1.58,kg
beans,broad,2020-08-21,1.51,kg
beans,dwarf_french_or_kidney,2020-08-21,2.01,kg
beans,runner_climbing,2020-08-21,3.38,kg
beetroot,beetroot,2020-08-21,0.48,kg
brussels_sprouts,brussels_sprouts,2020-08-21,0.8,kg
pak_choi,pak_choi,2020-08-21,2.39,kg
curly_kale,curly_kale,2020-08-21,2.97,kg
cabbage,red,2020-08-21,0.39,kg
cabbage,savoy,2020-08-21,0.5,head
spring_greens,prepacked,2020-08-21,0.71,kg
cabbage,summer_autumn_pointed,2020-08-21,0.57,kg
cabbage,white,2020-08-21,0.43,kg
cabbage,round_green_other,2020-08-21,0.47,head
calabrese,calabrese,2020-08-21,1.27,kg
capsicum,elongated,2020-08-21,2.23,kg
carrots,topped_washed,2020-08-21,0.52,kg
cauliflower,all,2020-08-21,0.64,head
celery,all_washed,2020-08-21,0.77,kg
celeriac,celeriac,2020-08-21,0.51,kg
chinese_leaf,chinese_leaf,2020-08-21,0.79,kg
coriander,coriander,2020-08-21,1.42,kg
courgettes,courgettes,2020-08-21,0.96,kg
cucumbers,cucumbers,2020-08-21,1.12,kg
leeks,trimmed,2020-08-21,1.3,kg
lettuce,butterhead_indoor,2020-08-21,0.37,head
lettuce,cos,2020-08-21,0.56,head
lettuce,crisp_iceberg_type,2020-08-21,0.4,head
lettuce,little_gem,2020-08-21,0.64,twin
rocket,rocket,2020-08-21,4.92,kg
mixed_babyleaf_salad,pillow_pack,2020-08-21,4.78,kg
onion,bulb_brown,2020-08-21,0.45,kg
onion,bulb_red,2020-08-21,0.6,kg
onion,saladspring,2020-08-21,0.33,kg
swede,swede,2020-08-21,0.26,kg
turnip,turnip,2020-08-21,1.55,kg
parsnips,all_varieties,2020-08-21,1.25,kg
peas,shelling_all_varieties,2020-08-21,2.98,kg
rhubarb,outdoor,2020-08-21,1.59,kg
spinach_leaf,loosebunches,2020-08-21,1.45,kg
sweetcorn,sweetcorn,2020-08-21,0.29,head
tomatoes,round,2020-08-21,1.09,kg
tomatoes,vine,2020-08-21,1.39,kg
tomatoes,cherry,2020-08-21,2.07,kg
tomatoes,plum,2020-08-21,0.97,kg
gladioli,all_varieties,2020-08-21,0.24,stem
apples,bramleys_seedling,2020-08-14,1.88,kg
apples,other_early_season,2020-08-14,0.93,kg
blackberries,blackberries,2020-08-14,5.76,kg
blueberries,blueberries,2020-08-14,7.35,kg
cherries,all,2020-08-14,4.19,kg
pears,conference,2020-08-14,1.28,kg
plums,victoria,2020-08-14,1.73,kg
plums,all_other,2020-08-14,1.86,kg
raspberries,raspberries,2020-08-14,10.28,kg
strawberries,strawberries,2020-08-14,2.11,kg
beans,broad,2020-08-14,1.52,kg
beans,dwarf_french_or_kidney,2020-08-14,2.27,kg
beans,runner_climbing,2020-08-14,3.49,kg
beetroot,beetroot,2020-08-14,0.47,kg
brussels_sprouts,brussels_sprouts,2020-08-14,0.8,kg
pak_choi,pak_choi,2020-08-14,2.37,kg
curly_kale,curly_kale,2020-08-14,3.12,kg
cabbage,red,2020-08-14,0.39,kg
cabbage,savoy,2020-08-14,0.48,head
spring_greens,prepacked,2020-08-14,0.78,kg
cabbage,summer_autumn_pointed,2020-08-14,0.63,kg
cabbage,white,2020-08-14,0.4,kg
cabbage,round_green_other,2020-08-14,0.48,head
calabrese,calabrese,2020-08-14,1.32,kg
capsicum,elongated,2020-08-14,1.6,kg
carrots,topped_washed,2020-08-14,0.53,kg
cauliflower,all,2020-08-14,1.02,head
celery,all_washed,2020-08-14,0.8,kg
celeriac,celeriac,2020-08-14,0.54,kg
chinese_leaf,chinese_leaf,2020-08-14,0.82,kg
coriander,coriander,2020-08-14,1.43,kg
courgettes,courgettes,2020-08-14,0.93,kg
cucumbers,cucumbers,2020-08-14,1.07,kg
leeks,trimmed,2020-08-14,1.37,kg
lettuce,butterhead_indoor,2020-08-14,0.36,head
lettuce,cos,2020-08-14,0.55,head
lettuce,crisp_iceberg_type,2020-08-14,0.43,head
lettuce,little_gem,2020-08-14,0.65,twin
rocket,rocket,2020-08-14,4.99,kg
mixed_babyleaf_salad,pillow_pack,2020-08-14,4.77,kg
onion,bulb_brown,2020-08-14,0.44,kg
onion,bulb_red,2020-08-14,0.58,kg
onion,saladspring,2020-08-14,0.33,kg
swede,swede,2020-08-14,0.25,kg
turnip,turnip,2020-08-14,1.4,kg
parsnips,all_varieties,2020-08-14,1.6,kg
peas,shelling_all_varieties,2020-08-14,2.47,kg
rhubarb,outdoor,2020-08-14,1.33,kg
spinach_leaf,loosebunches,2020-08-14,1.45,kg
sweetcorn,sweetcorn,2020-08-14,0.3,head
tomatoes,round,2020-08-14,0.97,kg
tomatoes,vine,2020-08-14,1.41,kg
tomatoes,cherry,2020-08-14,1.53,kg
tomatoes,plum,2020-08-14,1,kg
gladioli,all_varieties,2020-08-14,0.22,stem
apples,bramleys_seedling,2020-08-07,2.1,kg
apples,gala,2020-08-07,1.42,kg
apples,other_early_season,2020-08-07,1.06,kg
blackberries,blackberries,2020-08-07,5.46,kg
currants,black,2020-08-07,9.6,kg
currants,red,2020-08-07,9.6,kg
blueberries,blueberries,2020-08-07,7.74,kg
cherries,all,2020-08-07,4.48,kg
gooseberries,gooseberries,2020-08-07,9.58,kg
plums,victoria,2020-08-07,2.11,kg
plums,all_other,2020-08-07,1.5,kg
raspberries,raspberries,2020-08-07,8.07,kg
strawberries,strawberries,2020-08-07,2.61,kg
beans,broad,2020-08-07,1.78,kg
beans,dwarf_french_or_kidney,2020-08-07,2.47,kg
beans,runner_climbing,2020-08-07,4.57,kg
beetroot,beetroot,2020-08-07,0.5,kg
pak_choi,pak_choi,2020-08-07,2.38,kg
curly_kale,curly_kale,2020-08-07,3.12,kg
cabbage,red,2020-08-07,0.47,kg
cabbage,savoy,2020-08-07,0.51,head
spring_greens,prepacked,2020-08-07,0.86,kg
cabbage,summer_autumn_pointed,2020-08-07,0.6,kg
cabbage,white,2020-08-07,0.47,kg
cabbage,round_green_other,2020-08-07,0.48,head
calabrese,calabrese,2020-08-07,1.07,kg
capsicum,red,2020-08-07,1.3,kg
capsicum,elongated,2020-08-07,1.73,kg
capsicum,yelloworange,2020-08-07,1.4,kg
carrots,topped_washed,2020-08-07,0.54,kg
cauliflower,all,2020-08-07,0.72,head
celery,all_washed,2020-08-07,0.76,kg
celeriac,celeriac,2020-08-07,0.55,kg
chinese_leaf,chinese_leaf,2020-08-07,0.83,kg
coriander,coriander,2020-08-07,1.38,kg
courgettes,courgettes,2020-08-07,1,kg
cucumbers,cucumbers,2020-08-07,0.93,kg
leeks,trimmed,2020-08-07,1.41,kg
lettuce,butterhead_indoor,2020-08-07,0.37,head
lettuce,cos,2020-08-07,0.56,head
lettuce,crisp_iceberg_type,2020-08-07,0.45,head
lettuce,little_gem,2020-08-07,0.59,twin
rocket,rocket,2020-08-07,5.06,kg
mixed_babyleaf_salad,pillow_pack,2020-08-07,4.84,kg
onion,bulb_brown,2020-08-07,0.43,kg
onion,bulb_red,2020-08-07,0.48,kg
onion,saladspring,2020-08-07,0.33,kg
swede,swede,2020-08-07,0.27,kg
turnip,turnip,2020-08-07,1.32,kg
parsnips,all_varieties,2020-08-07,1.63,kg
peas,shelling_all_varieties,2020-08-07,2.05,kg
rhubarb,outdoor,2020-08-07,1.34,kg
spinach_leaf,loosebunches,2020-08-07,1.37,kg
sweetcorn,sweetcorn,2020-08-07,0.35,head
tomatoes,round,2020-08-07,1.18,kg
tomatoes,vine,2020-08-07,1.6,kg
tomatoes,cherry,2020-08-07,1.92,kg
tomatoes,plum,2020-08-07,1.01,kg
gladioli,all_varieties,2020-08-07,0.26,stem
apples,bramleys_seedling,2020-07-31,2.27,kg
apples,gala,2020-07-31,1.42,kg
apples,other_early_season,2020-07-31,1.36,kg
blackberries,blackberries,2020-07-31,4.79,kg
currants,black,2020-07-31,9.6,kg
currants,red,2020-07-31,9.6,kg
blueberries,blueberries,2020-07-31,10.21,kg
cherries,all,2020-07-31,3.95,kg
gooseberries,gooseberries,2020-07-31,5.29,kg
plums,victoria,2020-07-31,2.48,kg
plums,all_other,2020-07-31,1.42,kg
raspberries,raspberries,2020-07-31,5.85,kg
strawberries,strawberries,2020-07-31,3.1,kg
beans,broad,2020-07-31,1.98,kg
beans,dwarf_french_or_kidney,2020-07-31,2.42,kg
beans,runner_climbing,2020-07-31,5.01,kg
beetroot,beetroot,2020-07-31,0.49,kg
pak_choi,pak_choi,2020-07-31,2.47,kg
curly_kale,curly_kale,2020-07-31,3.12,kg
cabbage,red,2020-07-31,0.54,kg
cabbage,savoy,2020-07-31,0.55,head
spring_greens,prepacked,2020-07-31,0.86,kg
cabbage,summer_autumn_pointed,2020-07-31,0.6,kg
cabbage,white,2020-07-31,0.52,kg
cabbage,round_green_other,2020-07-31,0.48,head
calabrese,calabrese,2020-07-31,1.2,kg
capsicum,red,2020-07-31,1.01,kg
capsicum,elongated,2020-07-31,1.6,kg
capsicum,yelloworange,2020-07-31,1.4,kg
carrots,topped_washed,2020-07-31,0.55,kg
cauliflower,all,2020-07-31,0.54,head
celery,all_washed,2020-07-31,0.78,kg
celeriac,celeriac,2020-07-31,0.56,kg
chinese_leaf,chinese_leaf,2020-07-31,0.84,kg
coriander,coriander,2020-07-31,1.36,kg
courgettes,courgettes,2020-07-31,1,kg
cucumbers,cucumbers,2020-07-31,0.77,kg
leeks,trimmed,2020-07-31,1.46,kg
lettuce,butterhead_indoor,2020-07-31,0.37,head
lettuce,cos,2020-07-31,0.56,head
lettuce,crisp_iceberg_type,2020-07-31,0.43,head
lettuce,little_gem,2020-07-31,0.56,twin
rocket,rocket,2020-07-31,5.01,kg
mixed_babyleaf_salad,pillow_pack,2020-07-31,4.84,kg
onion,bulb_brown,2020-07-31,0.49,kg
onion,bulb_red,2020-07-31,0.48,kg
onion,saladspring,2020-07-31,0.34,kg
swede,swede,2020-07-31,0.28,kg
turnip,turnip,2020-07-31,1.07,kg
parsnips,all_varieties,2020-07-31,1.59,kg
peas,shelling_all_varieties,2020-07-31,2.06,kg
rhubarb,outdoor,2020-07-31,1.33,kg
spinach_leaf,loosebunches,2020-07-31,1.34,kg
sweetcorn,sweetcorn,2020-07-31,0.39,head
tomatoes,round,2020-07-31,1.08,kg
tomatoes,vine,2020-07-31,1.48,kg
tomatoes,cherry,2020-07-31,1.38,kg
tomatoes,plum,2020-07-31,1.02,kg
gladioli,all_varieties,2020-07-31,0.25,stem
apples,bramleys_seedling,2020-07-24,2.54,kg
apples,gala,2020-07-24,1.31,kg
blackberries,blackberries,2020-07-24,5.65,kg
currants,black,2020-07-24,9,kg
currants,red,2020-07-24,9.6,kg
blueberries,blueberries,2020-07-24,7.86,kg
cherries,all,2020-07-24,3.76,kg
gooseberries,gooseberries,2020-07-24,6.88,kg
plums,victoria,2020-07-24,3.3,kg
plums,all_other,2020-07-24,1.8,kg
raspberries,raspberries,2020-07-24,8.22,kg
strawberries,strawberries,2020-07-24,3.97,kg
beans,broad,2020-07-24,2.11,kg
beans,dwarf_french_or_kidney,2020-07-24,2.4,kg
beans,runner_climbing,2020-07-24,5.1,kg
beetroot,beetroot,2020-07-24,0.49,kg
pak_choi,pak_choi,2020-07-24,2.36,kg
curly_kale,curly_kale,2020-07-24,3.03,kg
cabbage,red,2020-07-24,0.54,kg
cabbage,savoy,2020-07-24,0.52,head
spring_greens,prepacked,2020-07-24,0.88,kg
cabbage,summer_autumn_pointed,2020-07-24,0.61,kg
cabbage,white,2020-07-24,0.56,kg
cabbage,round_green_other,2020-07-24,0.5,head
calabrese,calabrese,2020-07-24,1.29,kg
capsicum,red,2020-07-24,1.11,kg
capsicum,elongated,2020-07-24,1.5,kg
carrots,topped_washed,2020-07-24,0.6,kg
cauliflower,all,2020-07-24,0.71,head
celery,all_washed,2020-07-24,0.79,kg
celeriac,celeriac,2020-07-24,0.56,kg
chinese_leaf,chinese_leaf,2020-07-24,0.83,kg
coriander,coriander,2020-07-24,1.42,kg
courgettes,courgettes,2020-07-24,1.02,kg
